NodeId,Degree,ClustCoeff
0,49,1.000000000000000
1,49,1.000000000000000
2,49,1.000000000000000
3,49,1.000000000000000
4,49,1.000000000000000
5,49,1.000000000000000
6,49,1.000000000000000
7,49,1.000000000000000
8,49,1.000000000000000
9,49,1.000000000000000
10,49,1.000000000000000
11,49,1.000000000000000
12,49,1.000000000000000
13,49,1.000000000000000
14,49,1.000000000000000
15,49,1.000000000000000
16,49,1.000000000000000
17,49,1.000000000000000
18,49,1.000000000000000
19,49,1.000000000000000
20,49,1.000000000000000
21,49,1.000000000000000
22,49,1.000000000000000
23,49,1.000000000000000
24,49,1.000000000000000
25,49,1.000000000000000
26,49,1.000000000000000
27,49,1.000000000000000
28,49,1.000000000000000
29,49,1.000000000000000
30,49,1.000000000000000
31,49,1.000000000000000
32,49,1.000000000000000
33,49,1.000000000000000
34,49,1.000000000000000
35,49,1.000000000000000
36,49,1.000000000000000
37,49,1.000000000000000
38,49,1.000000000000000
39,49,1.000000000000000
40,49,1.000000000000000
41,49,1.000000000000000
42,49,1.000000000000000
43,49,1.000000000000000
44,49,1.000000000000000
45,49,1.000000000000000
46,49,1.000000000000000
47,49,1.000000000000000
48,49,1.000000000000000
49,49,1.000000000000000
