NodeId,Degree,ClustCoeff
0,169,0.002747252747253
1,136,0.004575163398693
2,205,0.001960784313725
3,78,0.004329004329004
4,164,0.002319317671704
5,173,0.002016400053771
7,227,0.002456044598651
12,89,0.002808988764045
24,44,0.001057082452431
25,64,0.001984126984127
28,16,0.016666666666667
39,42,0.004645760743322
62,52,0.000754147812971
67,13,0.000000000000000
106,34,0.001782531194296
113,6,0.066666666666667
130,23,0.011857707509881
138,26,0.003076923076923
147,18,0.013071895424837
203,19,0.000000000000000
228,12,0.000000000000000
236,19,0.000000000000000
241,37,0.001501501501502
308,5,0.000000000000000
346,9,0.000000000000000
348,8,0.035714285714286
355,16,0.000000000000000
376,27,0.008547008547009
394,24,0.000000000000000
396,5,0.000000000000000
411,12,0.000000000000000
515,29,0.002463054187192
535,18,0.000000000000000
553,4,0.000000000000000
561,14,0.010989010989011
573,12,0.000000000000000
585,7,0.000000000000000
596,20,0.005263157894737
602,5,0.100000000000000
645,15,0.009523809523810
663,14,0.000000000000000
671,14,0.000000000000000
673,7,0.047619047619048
711,17,0.000000000000000
740,17,0.000000000000000
764,11,0.000000000000000
771,14,0.000000000000000
806,3,0.000000000000000
817,6,0.000000000000000
852,8,0.000000000000000
923,5,0.000000000000000
1001,10,0.022222222222222
1020,10,0.022222222222222
1094,5,0.100000000000000
1118,7,0.047619047619048
1154,4,0.166666666666667
1189,3,0.000000000000000
1190,8,0.000000000000000
1229,10,0.000000000000000
1238,12,0.015151515151515
1244,8,0.000000000000000
1310,12,0.015151515151515
1373,6,0.000000000000000
1469,4,0.000000000000000
1496,5,0.100000000000000
1545,8,0.000000000000000
1583,4,0.000000000000000
1658,3,0.000000000000000
1692,5,0.200000000000000
1703,8,0.000000000000000
1854,7,0.000000000000000
1929,4,0.000000000000000
2231,6,0.000000000000000
2285,5,0.000000000000000
2325,7,0.000000000000000
2363,8,0.000000000000000
2408,4,0.000000000000000
2432,5,0.100000000000000
2442,10,0.000000000000000
2448,7,0.000000000000000
2474,3,0.333333333333333
2563,8,0.000000000000000
2579,4,0.000000000000000
2772,6,0.066666666666667
2895,5,0.000000000000000
2956,8,0.000000000000000
2977,5,0.000000000000000
3032,7,0.000000000000000
3056,4,0.000000000000000
3073,4,0.000000000000000
3269,4,0.000000000000000
3326,5,0.000000000000000
3351,4,0.000000000000000
3372,6,0.000000000000000
3460,4,0.000000000000000
3472,3,0.000000000000000
3493,5,0.000000000000000
3521,5,0.000000000000000
3615,4,0.000000000000000
3653,4,0.000000000000000
3704,5,0.000000000000000
3825,3,0.000000000000000
4094,6,0.066666666666667
4110,4,0.000000000000000
4159,3,0.000000000000000
4244,5,0.000000000000000
4397,3,0.000000000000000
4464,3,0.333333333333333
4688,4,0.000000000000000
4721,4,0.000000000000000
4775,3,0.000000000000000
4837,5,0.100000000000000
4978,4,0.000000000000000
4998,4,0.000000000000000
5006,7,0.000000000000000
5291,6,0.000000000000000
5304,4,0.000000000000000
5364,5,0.100000000000000
5368,3,0.000000000000000
5429,3,0.000000000000000
5563,6,0.000000000000000
5574,3,0.000000000000000
5669,6,0.066666666666667
5832,3,0.000000000000000
5838,4,0.000000000000000
5952,4,0.166666666666667
6155,3,0.000000000000000
6183,4,0.000000000000000
6200,3,0.333333333333333
6201,5,0.000000000000000
6240,3,0.000000000000000
6287,5,0.100000000000000
6336,4,0.000000000000000
6354,3,0.000000000000000
6549,3,0.333333333333333
6576,3,0.000000000000000
6581,3,0.000000000000000
6616,3,0.000000000000000
6618,3,0.000000000000000
6635,3,0.000000000000000
6682,3,0.000000000000000
6894,3,0.000000000000000
7152,4,0.000000000000000
7190,3,0.000000000000000
7610,4,0.000000000000000
7653,3,0.000000000000000
7736,4,0.000000000000000
7792,3,0.333333333333333
7805,3,0.000000000000000
8255,3,0.000000000000000
8298,4,0.000000000000000
8349,3,0.000000000000000
8409,3,0.000000000000000
8452,3,0.000000000000000
8487,3,0.000000000000000
8549,3,0.000000000000000
8558,3,0.000000000000000
8578,3,0.000000000000000
8590,3,0.000000000000000
8613,3,0.000000000000000
8801,3,0.000000000000000
8826,3,0.000000000000000
8838,4,0.166666666666667
8949,3,0.000000000000000
9030,3,0.333333333333333
9062,3,0.000000000000000
9566,3,0.000000000000000
9763,3,0.000000000000000
9898,3,0.000000000000000
9902,3,0.000000000000000
6,61,0.003825136612022
8,218,0.002917177525050
9,173,0.001949186718645
15,124,0.002360346184107
22,45,0.004040404040404
32,66,0.002331002331002
34,35,0.003361344537815
38,55,0.005387205387205
55,43,0.002214839424142
60,37,0.004504504504505
73,18,0.026143790849673
86,68,0.001316944688323
114,32,0.004032258064516
124,10,0.000000000000000
136,44,0.005285412262156
137,10,0.000000000000000
139,32,0.004032258064516
171,11,0.018181818181818
185,15,0.009523809523810
191,17,0.007352941176471
194,53,0.002902757619739
197,25,0.003333333333333
222,17,0.014705882352941
238,23,0.003952569169960
278,13,0.000000000000000
285,21,0.004761904761905
310,32,0.002016129032258
373,9,0.000000000000000
379,18,0.006535947712418
389,10,0.000000000000000
404,14,0.000000000000000
407,18,0.000000000000000
426,21,0.004761904761905
433,12,0.000000000000000
442,15,0.000000000000000
541,5,0.000000000000000
546,14,0.000000000000000
653,10,0.000000000000000
713,9,0.000000000000000
772,5,0.100000000000000
913,9,0.027777777777778
960,8,0.000000000000000
1009,6,0.000000000000000
1011,12,0.015151515151515
1053,6,0.000000000000000
1131,8,0.000000000000000
1264,4,0.166666666666667
1294,5,0.000000000000000
1301,4,0.000000000000000
1349,8,0.035714285714286
1398,8,0.000000000000000
1457,4,0.000000000000000
1514,7,0.000000000000000
1516,8,0.071428571428571
1537,7,0.047619047619048
1594,8,0.000000000000000
1666,16,0.008333333333333
1707,7,0.000000000000000
1739,6,0.066666666666667
1816,16,0.008333333333333
1827,6,0.000000000000000
1892,4,0.000000000000000
2064,3,0.333333333333333
2123,10,0.000000000000000
2184,6,0.066666666666667
2243,10,0.000000000000000
2246,9,0.000000000000000
2338,3,0.000000000000000
2396,7,0.000000000000000
2662,10,0.000000000000000
2720,4,0.166666666666667
2765,7,0.000000000000000
2775,4,0.000000000000000
2926,3,0.000000000000000
3044,4,0.000000000000000
3071,5,0.000000000000000
3083,9,0.000000000000000
3130,5,0.100000000000000
3149,3,0.000000000000000
3157,4,0.000000000000000
3797,6,0.000000000000000
3976,4,0.000000000000000
4129,5,0.000000000000000
4399,3,0.000000000000000
4417,6,0.000000000000000
4533,5,0.000000000000000
4594,5,0.100000000000000
